second,mean_vmaf,mean_psnr,mean_ssim,mean_strred,mean_bitrate,rebuffer_fraction,mean_cont_mos,video_name,content_name,adaptation_algorithm,throughput_trace,spatial_info,temporal_info,rebuffer_duration_sec,retrospective_mos
16,90.37742721651782,41.29208976666666,0.9920527666666669,4.632793798105434,465.6066153846152,0.0,1.399364331792609,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
17,88.92478587910742,40.859303033333326,0.9908529666666666,5.705852145422,376.6846153846152,0.0,1.3698690606764048,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
18,91.46288559623488,41.71994173333335,0.9930169333333332,3.5073602575760665,540.9889324960754,0.0,1.3221610757176092,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
19,91.69524430510178,41.892436900000014,0.993447166666667,3.4223824594552337,638.1207598116172,0.0,1.2924759479479915,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
20,90.49174850528861,41.70724006666667,0.9927128333333334,3.2452312209004,895.2046153846156,0.0,1.3019269527126027,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
21,92.20704959759,42.216064066666675,0.9938124333333334,1.9410222789528,1715.5830769230772,0.0,1.3950651111411283,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
22,95.07067087166624,43.254939,0.9960485666666667,1.2694919732757,2653.158461538462,0.0,1.4267418429816072,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
23,94.82376840729901,43.212743,0.9959191333333333,1.3757989768213663,1857.6089230769226,0.3,1.4780779945725402,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
24,94.90804449503474,43.27891773333333,0.9960209666666668,1.2843035813756667,2654.076923076923,0.0,1.244743542123081,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
25,83.7859526247155,40.33556813333334,0.9893282333333333,7.180754149766532,1029.4927912087912,0.0,1.3803755293425695,MeridianConversation_VMAFViterbiQualityBasedAdaptor_Trace_0,MeridianConversation,VMAFViterbiQualityBasedAdaptor,Car_snaroya_smestad,36.516496571081376,3.111321647896646,0.3,1.2439193395790102
0,23.966299969971054,27.283357000000002,0.8539049666666666,265.2150479928068,148.89931034482757,0.0,0.11375118922853066,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
1,21.08007201428187,25.810684866666666,0.7857650666666667,620.7056613407508,154.0849655172414,0.0,-0.10296084355115286,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
2,17.88968951365124,24.432984766666667,0.6933403000000001,1101.6686441749393,226.68413793103448,0.0,-0.5552256141847038,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
3,17.140102980760993,24.16993823333333,0.6647569000000001,1238.272925942403,220.73268965517246,0.0,-0.7265735710175133,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
4,14.605605580608627,22.819011866666663,0.5891803,1959.76834696961,182.048275862069,0.0,-0.894162483921116,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
5,16.430163323794627,22.856951266666663,0.6082773666666667,1615.3249670612784,224.54482758620685,0.0,-1.1253001962726246,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
6,21.445315422212484,23.806681766666664,0.6307100666666667,1234.7598665484356,394.5310344827588,0.0,-1.2318590560835612,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
7,32.17612668721299,25.247306233333337,0.6961069666666667,805.6538946153426,826.1095172413793,0.0,-1.1794197972097502,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
8,57.70361523955919,29.605381866666665,0.9039828666666668,87.03962582437144,2012.9503448275862,0.0,-0.9606822183799849,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
9,58.70395826998893,29.37188033333333,0.9161367666666665,73.56642606933603,1664.6110344827584,0.0,-0.28883130220596753,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
10,52.29140137301879,28.501922099999998,0.9075614666666668,84.84572000471142,967.9324137931034,0.0,-0.016998275232486006,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
11,55.159166925602435,30.647649700000002,0.9165107333333332,78.68118370080158,918.0554482758623,0.0,0.0772978420411766,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
12,57.395348769741574,33.591814,0.9236260333333332,80.49472336025647,843.2400000000004,0.0,0.07729500260685257,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
13,58.03501522002274,34.17968483333334,0.9295092333333334,90.9555297683598,1058.9812173913044,0.0,0.04682093783302043,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
14,58.1412770319696,33.29729306666667,0.9296615,96.0776390588448,1242.9252173913042,0.0,0.06593417647527663,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
15,70.22069023269754,35.93364193333333,0.9608740666666667,48.14533465855217,1544.4313043478257,0.0,0.10837073613513377,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
16,73.13642753272568,36.50284703333333,0.9575822333333335,56.74408463520229,1905.6891699604748,0.0,0.1685950339545274,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
17,76.20447318165238,37.09071813333333,0.9591743666666667,47.699176406550166,1989.1992869875228,0.0,0.21214329360866285,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
18,74.03651442003907,36.83658666666666,0.9591890666666667,46.95898147129593,1975.5905882352947,0.0,0.2512146568572278,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
19,78.14258302837085,36.2902611,0.9657117333333333,20.424997008630836,2040.044549019608,0.0,0.2818729250553559,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
20,82.33168268640097,37.78746026666667,0.9792825333333331,16.50584813912877,2077.36,0.0,0.3803345380649129,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
21,65.77973302551354,36.989983200000005,0.9676489999999999,46.699198991010704,875.9030588235294,0.0,0.4822025768658087,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
22,66.56362603055115,35.324597833333335,0.9526808666666666,39.21840232118821,863.1548235294116,0.0,0.45986949834659213,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
23,75.55007763183015,36.76952483333333,0.9652535666666666,32.26502472920366,1103.2423529411763,0.0,0.42596509350275424,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
24,77.03415346729301,37.984761433333325,0.9713913333333333,28.324089872415428,938.4144313725487,0.0,0.4610479979071626,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
25,80.65174324125388,39.348273366666675,0.9810834,19.696324275078602,794.1899999999998,0.0,0.4704608491944048,GTA_HuangBufferBasedAdaptor_Trace_5,GTA,HuangBufferBasedAdaptor,Ferry_nesoddtangen_oslo,64.01331619785371,24.66584142488366,0.0,-0.1782243759103205
0,35.24902139869037,27.90478460869565,0.9127856956521738,195.40610301887884,193.31589340891665,0.0,0.12576749374464843,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
1,29.840027439228106,26.73238069565217,0.8247054782608693,685.5398487358427,187.08862421703674,0.0,-0.13780141871338572,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
2,29.18298130123085,28.277504869565217,0.8228913043478261,652.113431785872,145.57349627117074,0.0,-0.4477068696212625,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
3,45.24169709662373,29.51142099999999,0.8781784782608696,601.2257932418926,170.58497417648076,0.0,-0.5953571005956875,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
4,54.80195034603925,30.441236391304347,0.9403623913043476,128.8722397457387,241.45082824152604,0.0,-0.649421912935512,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
5,50.21408472456103,29.95304317391304,0.9449921304347827,105.62662124724103,213.86317625751394,0.0,-0.4485803927703817,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
6,49.65895404819482,30.18914652173913,0.9559186086956523,81.63435512288952,170.94905094905099,0.0,-0.38992141507097544,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
7,41.05749772909682,28.00562560869565,0.9350477826086956,97.24361662648339,114.65533886403453,0.4782608695652174,-0.35056484478750405,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
8,41.75715748947691,27.02619447826087,0.9213105217391305,101.59326401434136,317.37009657009656,0.0,-0.6703669363732038,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
9,35.83837021945278,25.830944130434776,0.8881867391304347,206.08419448666984,307.0884362014798,0.0,-0.6077870349897861,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
10,33.45985798031878,25.5203607826087,0.876000304347826,213.36154019938255,270.074458874459,0.0,-0.632731205191976,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
11,29.688617983686026,24.86700008695652,0.8550721304347829,303.08559958250027,262.2497965802314,0.0,-0.8885063472880542,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
12,25.914495660722537,24.806312739130437,0.8381847826086957,338.27233246079743,240.07992007992013,0.0,-0.9003447971680972,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
13,30.890153477577034,25.493138086956527,0.8620473043478261,275.0706110907912,167.01211831646614,0.30434782608695654,-0.8872574687787794,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
14,31.967801542677712,25.658370652173918,0.8724996956521737,220.65178892041865,260.56919824361677,0.0,-1.0148920712766627,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
15,34.397153005784524,28.658791086956512,0.907296739130435,178.76456997036317,243.25073229843088,0.0,-1.1366022129084605,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
16,46.716888482996175,29.562991391304347,0.918946652173913,215.58908023845876,127.7942926638579,0.0,-1.142952903055045,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
17,52.232522237875116,30.78855086956521,0.9374319130434784,156.7091722782578,139.4300519895983,0.0,-0.9446319212362578,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
18,39.14074807631296,29.432384652173912,0.9296457391304349,137.02045744055863,217.00178082786783,0.0,-0.8025089723813082,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
19,42.97129162709732,29.894812913043477,0.9372449565217392,113.67798654079499,213.64658781672014,0.0,-0.7093112549240417,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
20,51.84516682114688,30.512564391304355,0.935918304347826,115.9725408740905,191.2786344090692,0.0,-0.6405855644730336,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
21,56.353884981438696,32.337124217391306,0.9428579130434782,198.61260129934618,192.50290730063887,0.0,-0.5805497078622138,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
22,39.07783689695695,31.7817027826087,0.9290094347826089,269.18698097622894,200.66472657777004,0.0,-0.5471107383326523,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
23,39.60660678940299,30.479755739130432,0.8804417826086958,508.9479491612386,221.9315051678001,0.0,-0.52410979756893,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
24,40.903246641659216,27.683529130434778,0.8854025652173914,226.91257657222073,363.7100291013336,0.0,-0.519167284214306,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
25,31.759259694922598,24.80667039130435,0.8229935217391303,469.45855793890996,337.2269016427807,0.0,-0.5113403052589485,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
26,28.561020669824053,23.925795869565217,0.7931516086956522,561.3495005169708,160.6727185857621,0.0,-0.605148261093355,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
27,61.088341282879654,28.92311430434782,0.9356155652173913,125.71039448206841,217.6399770638325,0.0,-0.6853664876819912,ElFuenteMask_VMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteMask,VMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,72.4592681682656,30.94810643457089,0.7507499999999999,-0.9464221198213376
0,23.966299969971054,27.283357000000002,0.8539049666666666,265.2150479928068,148.89931034482757,0.0,0.14063096737570463,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
1,21.08007201428187,25.810684866666666,0.7857650666666667,620.7056613407508,138.97268965517242,0.06666666666666667,-0.2329004586787354,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
2,17.88968951365124,24.432984766666667,0.6933403000000001,1101.6686441749393,113.34206896551724,0.5,-0.6913624620642177,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
3,17.140102980760993,24.16993823333333,0.6647569000000001,1238.272925942403,226.68413793103448,0.0,-1.0652996822892737,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
4,14.605605580608627,22.819011866666663,0.5891803,1959.76834696961,98.22979310344827,0.5666666666666667,-1.22218407225768,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
5,15.182521964274795,22.707527066666664,0.5992874666666667,1809.3092419280454,0.0,1.0,-1.3524184768872478,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
6,14.29309783183781,23.155607566666664,0.6030584333333332,1983.3618810304731,169.91172413793103,0.06666666666666667,-1.4992701671497528,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
7,14.769597797193258,23.133947499999998,0.6033411999999998,1776.7631458672506,182.048275862069,0.0,-1.5187445145004794,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
8,13.109781418126518,23.950523300000004,0.6660750666666666,1592.1451969711998,0.0,1.0,-1.5764738937597091,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
9,16.98010112682201,24.29400266666666,0.6926743999999999,948.4597132062341,75.05544827586206,0.5333333333333333,-1.7036551772673685,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
10,18.987108555005875,24.730264233333333,0.7311069666666665,571.8734270759851,160.8331034482759,0.0,-1.7101087559472403,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
11,18.559575336114072,26.325813933333333,0.7607685666666666,720.8268061228588,162.55006896551723,0.0,-1.7001816301741244,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
12,20.510217651253946,28.4974004,0.8064166999999999,1028.1600180007063,164.05241379310343,0.0,-1.7245461766379682,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
13,24.55299343458919,30.6016054,0.8611941666666668,531.5834589875783,186.64800000000002,0.0,-1.7627061262222936,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
14,26.18191964412008,30.12576333333333,0.8651077,437.31665620096686,201.71172413793104,0.0,-1.777863924705389,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
15,38.940616302081125,32.27792146666667,0.9028159666666669,250.22917269902112,156.72245877061465,0.0,-1.7992562780492267,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
16,49.66129008442201,33.49293133333334,0.9133807,225.24159519301065,145.83617391304352,0.0,-1.8438234414551151,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
17,47.68665236205565,33.51777236666667,0.9211059333333332,224.4921729690521,221.2904347826087,0.0,-1.8741306579625243,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
18,26.9635521287336,31.317063066666666,0.8911804666666666,437.02973765974247,353.2977391304348,0.0,-1.8299609997465025,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
19,26.31950778590182,30.302697200000004,0.8645680666666666,289.749198312666,455.3995256916996,0.0,-1.7498957421378087,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
20,27.75133651556899,31.142841099999995,0.8772147333333333,321.3539077998096,652.7563636363635,0.0,-1.6753010089867673,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
21,52.83474722615889,35.47876973333334,0.9506081666666669,111.2377237730526,395.2964278074867,0.0,-1.5091024613106685,GTA_VMAFViterbiQualityBasedAdaptor_Trace_4,GTA,VMAFViterbiQualityBasedAdaptor,Bus_ljansbakken_oslo,64.01331619785371,24.66584142488366,3.7333333333333334,-1.6332509695658322
